Title,Year,Genres,Rating,NumVotes
Betty Blue,1986,"Drama,Romance",7.4,18184
About Last Night,1986,"Comedy,Drama,Romance",6.3,14672
Aliens,1986,"Action,Adventure,Sci-Fi",8.3,655966
An American Tail,1986,"Adventure,Animation,Comedy",6.9,49059
April Fool's Day,1986,"Horror,Mystery",6.2,14596
Armed and Dangerous,1986,"Action,Comedy,Crime",5.7,10715
Asterix in Britain,1986,"Adventure,Animation,Comedy",7.1,10816
At Close Range,1986,"Crime,Drama",7.0,14286
Back to School,1986,"Comedy,Romance,Sport",6.7,28366
Big Trouble in Little China,1986,"Action,Adventure,Comedy",7.3,124453
Blue Velvet,1986,"Drama,Mystery,Thriller",7.7,182480
Children of a Lesser God,1986,"Drama,Romance",7.2,15073
Chopping Mall,1986,"Comedy,Horror,Sci-Fi",5.6,12354
Clockwise,1986,Comedy,6.6,11442
Cobra,1986,"Action,Crime,Thriller",5.8,67929
The Color of Money,1986,"Drama,Sport",7.0,75409
Critters,1986,"Comedy,Horror,Sci-Fi",6.1,31248
Crossroads,1986,"Drama,Music,Mystery",7.1,14488
The Delta Force,1986,"Action,Adventure,Drama",5.7,18932
Down and Out in Beverly Hills,1986,Comedy,6.2,15726
Down by Law,1986,"Comedy,Crime,Drama",7.8,48081
Ferris Bueller's Day Off,1986,Comedy,7.8,322895
Flight of the Navigator,1986,"Adventure,Comedy,Family",6.9,44515
The Fly,1986,"Drama,Horror,Sci-Fi",7.6,160716
Friday the 13th Part VI: Jason Lives,1986,"Horror,Thriller",6.0,39162
From Beyond,1986,"Horror,Sci-Fi",6.7,23111
The Golden Child,1986,"Action,Adventure,Comedy",6.0,51882
The Great Mouse Detective,1986,"Adventure,Animation,Family",7.2,45440
Gung Ho,1986,"Comedy,Drama",6.3,11763
Hannah and Her Sisters,1986,"Comedy,Drama",7.9,67505
Heartbreak Ridge,1986,"Drama,War",6.9,39881
Highlander,1986,"Action,Adventure,Fantasy",7.1,122684
The Hitcher,1986,"Action,Thriller",7.2,43831
Hoosiers,1986,"Drama,Sport",7.5,43161
House,1985,"Comedy,Fantasy,Horror",6.2,23541
Come and See,1985,"Drama,Thriller,War",8.3,60255
Jean de Florette,1986,"Comedy,Drama",8.0,24126
Jumpin' Jack Flash,1986,"Comedy,Romance,Thriller",6.0,18308
The Karate Kid Part II,1986,"Action,Family,Sport",6.1,80181
Kin-dza-dza!,1986,"Comedy,Drama,Sci-Fi",8.1,11550
Labyrinth,1986,"Adventure,Family,Fantasy",7.4,124741
Legal Eagles,1986,"Comedy,Crime,Romance",6.0,10076
Little Shop of Horrors,1986,"Comedy,Horror,Musical",7.0,66449
Armour of God,1986,"Action,Adventure,Comedy",7.1,17896
Lucas,1986,"Comedy,Drama,Romance",6.9,14712
Luxo Jr.,1986,"Animation,Family,Short",7.3,13283
Manhunter,1986,"Crime,Horror,Mystery",7.2,66460
Manon of the Spring,1986,Drama,8.0,20841
Matador,1986,"Drama,Thriller",7.0,10860
The Mission,1986,"Adventure,Drama,History",7.4,56092
Mona Lisa,1986,"Crime,Drama,Romance",7.3,13291
The Money Pit,1986,Comedy,6.4,52566
The Mosquito Coast,1986,"Adventure,Drama,Thriller",6.6,26558
My Beautiful Laundrette,1985,"Comedy,Drama,Romance",6.8,14498
The Name of the Rose,1986,"Crime,Drama,Mystery",7.7,102530
Night of the Creeps,1986,"Comedy,Horror,Sci-Fi",6.8,21072
9½ Weeks,1986,"Drama,Romance",6.0,37739
The Sacrifice,1986,Drama,8.1,24825
One Crazy Summer,1986,"Comedy,Romance",6.5,14050
Peggy Sue Got Married,1986,"Comedy,Drama,Fantasy",6.4,33282
Platoon,1986,"Drama,War",8.1,383237
Poltergeist II: The Other Side,1986,Horror,5.7,25120
Pretty in Pink,1986,"Comedy,Drama,Romance",6.8,74985
Raw Deal,1986,"Action,Crime,Thriller",5.6,31083
River's Edge,1986,"Crime,Drama",7.0,16058
A Room with a View,1985,"Drama,Romance",7.3,40011
Running Scared,1986,"Action,Comedy,Crime",6.6,11436
Ruthless People,1986,"Comedy,Crime",6.9,25931
Salvador,1986,"Drama,History,Thriller",7.4,19494
She's Gotta Have It,1986,"Comedy,Romance",6.8,12334
Short Circuit,1986,"Comedy,Family,Sci-Fi",6.7,57178
Sid and Nancy,1986,"Biography,Drama,Music",7.0,29703
Something Wild,1986,"Comedy,Crime,Romance",6.9,16292
SpaceCamp,1986,"Adventure,Family,Sci-Fi",5.7,13025
Stand by Me,1986,"Adventure,Drama",8.1,365398
Star Trek IV: The Voyage Home,1986,"Action,Adventure,Comedy",7.3,79329
Tampopo,1985,Comedy,7.9,16092
Castle in the Sky,1986,"Adventure,Animation,Drama",8.0,151281
The Texas Chainsaw Massacre 2,1986,"Comedy,Horror",5.6,28203
Three Amigos!,1986,"Comedy,Western",6.5,68691
Top Gun,1986,"Action,Drama",6.9,297556
The Transformers: The Movie,1986,"Action,Adventure,Animation",7.3,37555
Wildcats,1986,"Comedy,Sport",6.1,12054
The Wraith,1986,"Action,Horror,Romance",6.0,15036
A Better Tomorrow,1986,"Action,Crime,Drama",7.5,20740
Youngblood,1986,"Drama,Romance,Sport",6.2,12434
21 Jump Street,1987,"Crime,Drama,Mystery",7.3,11004
Blackadder the Third,1987,Comedy,8.6,41191
Dekalog,1989,Drama,9.0,22178
DuckTales,1987,"Adventure,Animation,Comedy",8.1,29518
Full House,1987,"Comedy,Drama,Family",6.7,53123
Inspector Morse,1987,"Crime,Drama,Mystery",8.1,10189
Married... with Children,1987,Comedy,8.0,96859
Star Trek: The Next Generation,1987,"Action,Adventure,Mystery",8.6,102082
Crocodile Dundee II,1988,"Action,Adventure,Comedy",5.7,53582
*batteries not included,1987,"Comedy,Family,Fantasy",6.7,31673
Adventures in Babysitting,1987,"Adventure,Comedy,Crime",7.0,38692
Angel Heart,1987,"Horror,Mystery,Thriller",7.3,80985
Au Revoir les Enfants,1987,"Drama,War",8.0,31350
Babette's Feast,1987,Drama,7.8,18333
Baby Boom,1987,"Comedy,Drama,Romance",6.3,13987
Bad Taste,1987,"Comedy,Horror,Sci-Fi",6.6,44239
Barfly,1987,"Comedy,Drama,Romance",7.2,18854
Beverly Hills Cop II,1987,"Action,Comedy,Crime",6.5,108291
The Big Easy,1986,"Comedy,Crime,Drama",6.5,11686
Blind Date,1987,"Comedy,Romance",6.0,20927
Bloodsport,1988,"Action,Biography,Drama",6.8,77280
The Brave Little Toaster,1987,"Adventure,Animation,Family",7.3,23707
Broadcast News,1987,"Comedy,Drama,Romance",7.2,27333
Can't Buy Me Love,1987,"Comedy,Drama,Romance",6.8,33137
Creepshow 2,1987,"Fantasy,Horror",6.1,22704
Cry Freedom,1987,"Biography,Drama,History",7.4,12558
Dirty Dancing,1987,"Drama,Music,Romance",7.0,205310
Dragnet,1987,"Comedy,Crime",6.0,31962
Eddie Murphy: Raw,1987,"Comedy,Documentary",7.7,18537
Empire of the Sun,1987,"Action,Drama,History",7.7,116422
Ernest Goes to Camp,1987,"Comedy,Family",5.6,10871
Evil Dead II,1987,"Action,Comedy,Fantasy",7.8,148973
Fatal Attraction,1987,"Drama,Thriller",6.9,77177
Full Metal Jacket,1987,"Drama,War",8.3,679089
The Gate,1987,"Fantasy,Horror",6.1,15508
"Good Morning, Vietnam",1987,"Biography,Comedy,Drama",7.3,126748
Hamburger Hill,1987,"Action,Drama,Thriller",6.7,23815
Harry and the Hendersons,1987,"Comedy,Family,Fantasy",6.0,31493
Hellraiser,1987,"Horror,Thriller",7.0,104867
The Hidden,1987,"Horror,Sci-Fi,Thriller",7.0,17424
Wings of Desire,1987,"Drama,Fantasy,Romance",8.0,65261
Hope and Glory,1987,"Comedy,Drama,Romance",7.3,12444
House of Games,1987,"Crime,Thriller",7.3,20849
Innerspace,1987,"Action,Adventure,Comedy",6.8,54561
Where Is the Friend's House?,1987,"Drama,Family",8.1,10747
La Bamba,1987,"Biography,Drama,Music",6.9,28832
The Last Emperor,1987,"Biography,Drama,History",7.7,95027
Less Than Zero,1987,"Crime,Drama",6.5,18382
Lethal Weapon,1987,"Action,Crime,Thriller",7.6,237963
Law of Desire,1987,"Comedy,Drama,Thriller",7.1,10975
The Living Daylights,1987,"Action,Adventure,Thriller",6.7,89852
The Lost Boys,1987,"Comedy,Horror",7.3,124811
Mannequin,1987,"Comedy,Fantasy,Romance",6.0,29357
Maurice,1987,"Drama,Romance",7.7,16594
The Monster Squad,1987,"Action,Comedy,Fantasy",7.1,28710
Moonstruck,1987,"Comedy,Drama,Romance",7.1,50631
Mr. India,1987,"Action,Comedy,Drama",7.8,14179
Nayakan,1987,"Crime,Drama",8.6,16500
Near Dark,1987,"Action,Crime,Drama",7.0,34127
Night of the Demons,1988,"Comedy,Fantasy,Horror",6.2,14065
A Nightmare on Elm Street 3: Dream Warriors,1987,"Fantasy,Horror",6.6,71394
No Way Out,1987,"Action,Crime,Drama",7.1,35845
Opera,1987,"Crime,Horror,Mystery",7.0,15287
Over the Top,1987,"Action,Drama,Sport",5.8,50620
Overboard,1987,"Comedy,Romance",6.9,53011
Pelle the Conqueror,1987,Drama,7.8,10253
"Planes, Trains & Automobiles",1987,"Comedy,Drama",7.6,125429
Predator,1987,"Action,Adventure,Sci-Fi",7.8,373292
Prince of Darkness,1987,Horror,6.7,37859
The Princess Bride,1987,"Adventure,Family,Fantasy",8.0,395652
Project X,1987,"Comedy,Drama,Sci-Fi",6.1,10128
Radio Days,1987,Comedy,7.5,31798
Raising Arizona,1987,"Comedy,Crime",7.3,127492
RoboCop,1987,"Action,Crime,Sci-Fi",7.6,234326
Roxanne,1987,"Comedy,Romance",6.6,41062
The Running Man,1987,"Action,Sci-Fi,Thriller",6.7,141938
The Secret of My Success,1987,"Comedy,Romance",6.5,29982
Some Kind of Wonderful,1987,"Drama,Romance",7.1,28163
Spaceballs,1987,"Adventure,Comedy,Sci-Fi",7.1,172628
Stakeout,1987,"Action,Comedy,Crime",6.6,23558
Stand and Deliver,1988,"Biography,Drama",7.3,17043
The Stepfather,1987,"Horror,Thriller",6.8,13316
Summer School,1987,"Comedy,Romance",6.6,17603
Three Men and a Baby,1987,"Comedy,Drama,Family",6.1,48477
Three O'Clock High,1987,Comedy,7.2,11035
Throw Momma from the Train,1987,"Comedy,Crime,Thriller",6.3,33710
The Untouchables,1987,"Crime,Drama,Thriller",7.9,283772
Wall Street,1987,"Crime,Drama",7.4,144531
The Witches of Eastwick,1987,"Comedy,Fantasy,Horror",6.6,62788
Withnail & I,1987,"Comedy,Drama",7.7,40609
Garfield and Friends,1988,"Animation,Comedy,Family",7.3,10078
Mystery Science Theater 3000,1988,"Comedy,Sci-Fi",8.5,22993
Poirot,1989,"Crime,Drama,Mystery",8.6,38455
Red Dwarf,1988,"Adventure,Comedy,Sci-Fi",8.4,32683
Roseanne,1988,"Comedy,Drama",7.0,39690
The Wonder Years,1988,"Comedy,Drama,Family",8.3,34323
Above the Law,1988,"Action,Crime,Drama",6.0,28897
The Accidental Tourist,1988,"Drama,Romance",6.8,14848
The Accused,1988,"Crime,Drama",7.1,31928
Akira,1988,"Action,Animation,Sci-Fi",8.0,166127
Alien Nation,1988,"Action,Sci-Fi",6.3,14363
Another Woman,1988,Drama,7.3,13006
Beaches,1988,"Comedy,Drama,Music",7.0,23504
Beetlejuice,1988,"Comedy,Fantasy",7.5,265112
Big,1988,"Comedy,Drama,Fantasy",7.3,200453
Big Business,1988,Comedy,6.5,12409
Biloxi Blues,1988,"Comedy,Drama",6.6,14349
Bird,1988,"Biography,Drama,Music",7.2,11534
Blackadder's Christmas Carol,1988,"Comedy,History",8.0,12248
The Blob,1988,"Horror,Sci-Fi,Thriller",6.5,32535
Bull Durham,1988,"Comedy,Romance,Sport",7.1,47889
Child's Play,1988,"Fantasy,Horror,Thriller",6.6,88148
Cocktail,1988,"Comedy,Drama,Romance",5.9,79445
Colors,1988,"Action,Crime,Drama",6.8,24279
Coming to America,1988,"Comedy,Romance",7.1,179532
Dangerous Liaisons,1988,"Drama,Romance",7.6,64895
The Dead Pool,1988,"Action,Crime,Mystery",6.3,40886
Dead Ringers,1988,"Drama,Horror,Thriller",7.3,41884
Die Hard,1988,"Action,Thriller",8.2,796953
Dirty Rotten Scoundrels,1988,"Comedy,Crime",7.4,65079
Eight Men Out,1988,"Drama,History,Sport",7.2,18707
Elvira: Mistress of the Dark,1988,"Comedy,Horror",6.6,13892
Ernest Saves Christmas,1988,"Comedy,Family,Fantasy",5.7,10142
A Fish Called Wanda,1988,"Comedy,Crime",7.5,132190
Frantic,1988,"Crime,Drama,Mystery",6.9,49534
Funny Farm,1988,Comedy,6.3,19790
Gorillas in the Mist,1988,"Biography,Drama",7.0,24109
The Big Blue,1988,"Adventure,Drama,Sport",7.6,48476
The Great Outdoors,1988,Comedy,6.7,40271
Hairspray,1988,"Comedy,Drama,Family",6.9,19875
Halloween 4: The Return of Michael Myers,1988,"Horror,Thriller",5.9,44265
Hellbound: Hellraiser II,1988,"Horror,Thriller",6.5,42575
Grave of the Fireflies,1988,"Animation,Drama,War",8.5,237747
I'm Gonna Git You Sucka,1988,"Action,Comedy,Crime",6.6,12383
Police Story 2,1988,"Action,Comedy,Crime",7.1,17664
Killer Klowns from Outer Space,1988,"Comedy,Horror,Sci-Fi",6.2,33620
A Short Film About Love,1988,"Drama,Romance",8.2,20022
A Short Film About Killing,1988,"Crime,Drama",8.1,17637
The Lair of the White Worm,1988,"Comedy,Horror",5.9,10133
The Land Before Time,1988,"Adventure,Animation,Drama",7.4,80309
The Last Temptation of Christ,1988,Drama,7.5,52628
License to Drive,1988,Comedy,6.4,18487
Maniac Cop,1988,"Action,Crime,Horror",6.0,14391
Married to the Mob,1988,"Comedy,Crime,Romance",6.2,16097
Midnight Run,1988,"Action,Comedy,Crime",7.5,76347
Mississippi Burning,1988,"Crime,Drama,History",7.8,88939
Monkey Shines: An Experiment In Fear,1988,"Drama,Horror,Sci-Fi",6.2,10731
Moonwalker,1988,"Action,Crime,Fantasy",6.1,15987
Women on the Verge of a Nervous Breakdown,1988,"Comedy,Drama",7.6,36292
Mystic Pizza,1988,"Comedy,Drama,Romance",6.3,25823
The Naked Gun: From the Files of Police Squad!,1988,"Comedy,Crime",7.6,153898
Alice,1988,"Adventure,Animation,Fantasy",7.5,11667
A Nightmare on Elm Street 4: The Dream Master,1988,Horror,5.7,50425
Cinema Paradiso,1988,"Drama,Romance",8.5,232661
Oliver & Company,1988,"Adventure,Animation,Comedy",6.7,44208
The Bear,1988,"Adventure,Drama,Family",7.7,16694
Bagdad Cafe,1987,"Comedy,Drama",7.4,12554
Phantasm II,1988,"Action,Fantasy,Horror",6.5,13426
The Presidio,1988,"Action,Crime,Mystery",6.0,16764
Pumpkinhead,1988,"Fantasy,Horror",6.2,20644
From Doom Till Doom,1988,"Drama,Musical,Romance",7.5,10363
Rain Man,1988,Drama,8.0,475308
Rambo III,1988,"Action,Adventure",5.8,122443
Red Heat,1988,"Action,Comedy,Crime",6.1,64886
Return of the Living Dead II,1988,"Comedy,Horror,Sci-Fi",5.8,18323
Running on Empty,1988,"Crime,Drama,Music",7.7,14269
Scrooged,1988,"Comedy,Drama,Fantasy",7.0,89183
The Serpent and the Rainbow,1988,"Fantasy,Horror",6.5,22150
The Seventh Sign,1988,"Drama,Fantasy,Horror",5.9,13575
She's Having a Baby,1988,"Comedy,Drama,Romance",5.9,11432
Shoot to Kill,1988,"Action,Adventure,Crime",6.8,11746
Short Circuit 2,1988,"Comedy,Drama,Family",5.8,23877
Sleepaway Camp II: Unhappy Campers,1988,"Comedy,Horror",5.7,10522
The Vanishing,1988,"Mystery,Thriller",7.7,34180
Talk Radio,1988,Drama,7.3,12676
Tequila Sunrise,1988,"Crime,Drama,Romance",6.1,28970
Tetsuo: The Iron Man,1989,"Fantasy,Horror,Sci-Fi",7.0,19801
They Live,1988,"Action,Horror,Sci-Fi",7.3,111077
The Thin Blue Line,1988,"Crime,Documentary",8.0,21656
My Neighbor Totoro,1988,"Animation,Family,Fantasy",8.2,294363
Tucker: The Man and His Dream,1988,"Biography,Comedy,Drama",6.9,16900
Twins,1988,"Comedy,Crime",6.1,114554
The Unbearable Lightness of Being,1988,"Drama,Romance",7.3,33984
Waxwork,1988,"Comedy,Horror",6.2,11195
Who Framed Roger Rabbit,1988,"Adventure,Animation,Comedy",7.7,182823
Willow,1988,"Action,Adventure,Drama",7.3,101564
Working Girl,1988,"Comedy,Drama,Romance",6.8,52146
Young Guns,1988,"Action,Western",6.9,55023
Blackadder Goes Forth,1989,"Comedy,War",8.8,48683
Chip 'n' Dale Rescue Rangers,1988,"Adventure,Animation,Comedy",7.6,17399
Family Matters,1989,"Adventure,Comedy,Drama",6.6,24832
Lonesome Dove,1989,"Adventure,Drama,Western",8.7,20543
Mr. Bean,1990,"Comedy,Family",8.5,103367
Quantum Leap,1989,"Action,Adventure,Drama",8.1,26445
Saved by the Bell,1989,"Comedy,Family,Romance",7.0,32314
The Simpsons,1989,"Animation,Comedy",8.6,367048
Tales from the Crypt,1989,"Comedy,Crime,Fantasy",8.0,21763
The 'Burbs,1989,"Comedy,Mystery,Thriller",6.9,69000
The Abyss,1989,"Adventure,Drama,Mystery",7.5,163318
The Adventures of Baron Munchausen,1988,"Adventure,Comedy,Fantasy",7.2,50904
All Dogs Go to Heaven,1989,"Animation,Comedy,Drama",6.8,36535
Always,1989,"Drama,Fantasy,Romance",6.4,28113
Back to the Future Part II,1989,"Adventure,Comedy,Sci-Fi",7.8,484343
Batman,1989,"Action,Adventure",7.5,339926
Best of the Best,1989,"Action,Drama,Sport",6.5,12311
Bill & Ted's Excellent Adventure,1989,"Adventure,Comedy,Music",7.0,119480
Black Rain,1989,"Action,Crime,Thriller",6.7,49843
Blind Fury,1989,"Action,Comedy,Crime",6.4,15137
Born on the Fourth of July,1989,"Biography,Drama,War",7.2,98841
Casualties of War,1989,"Action,Crime,Drama",7.1,41278
Chances Are,1989,"Comedy,Fantasy,Romance",6.5,10697
The Adventures of Milo and Otis,1986,"Adventure,Drama,Family",7.0,10765
"The Cook, the Thief, His Wife & Her Lover",1989,"Crime,Drama",7.6,35200
Crimes and Misdemeanors,1989,"Comedy,Drama",7.9,54936
Dead Calm,1989,"Horror,Thriller",6.8,36829
Dead Poets Society,1989,"Comedy,Drama",8.1,429528
The Killer,1989,"Action,Crime,Drama",7.8,45793
Do the Right Thing,1989,"Comedy,Drama",8.0,90562
Time of the Gypsies,1988,"Comedy,Crime,Drama",8.2,27057
The Dream Team,1989,"Comedy,Crime,Thriller",6.6,12820
Driving Miss Daisy,1989,Drama,7.3,100022
Drugstore Cowboy,1989,"Crime,Drama",7.3,32895
Erik the Viking,1989,"Adventure,Comedy,Fantasy",6.3,12979
The Fabulous Baker Boys,1989,"Comedy,Drama,Music",6.9,21931
Family Business,1989,"Crime,Drama",5.8,12179
Field of Dreams,1989,"Drama,Family,Fantasy",7.5,108560
Fletch Lives,1989,"Comedy,Crime,Mystery",6.2,19848
Fright Night Part 2,1988,"Comedy,Horror,Thriller",5.9,11583
Ghostbusters II,1989,"Action,Comedy,Fantasy",6.6,184072
Glory,1989,"Biography,Drama,History",7.8,123873
The Gods Must Be Crazy II,1989,Comedy,6.9,16025
Great Balls of Fire!,1989,"Biography,Drama,Music",6.3,15437
Harlem Nights,1989,"Comedy,Crime,Drama",6.1,20683
Heathers,1989,"Comedy,Crime",7.2,89269
Henry V,1989,"Action,Biography,Drama",7.5,28299
"Honey, I Shrunk the Kids",1989,"Adventure,Comedy,Family",6.4,143777
Indiana Jones and the Last Crusade,1989,"Action,Adventure",8.2,695583
K-9,1989,"Action,Comedy,Crime",6.0,31616
Kickboxer,1989,"Action,Sport,Thriller",6.5,50582
Knick Knack,1989,"Animation,Comedy,Family",7.4,13307
Lean on Me,1989,Drama,7.5,18332
Lethal Weapon 2,1989,"Action,Crime,Thriller",7.2,162836
Leviathan,1989,"Adventure,Horror,Mystery",5.8,18975
Licence to Kill,1989,"Action,Adventure,Thriller",6.6,95504
The Little Mermaid,1989,"Animation,Family,Fantasy",7.6,239058
Little Monsters,1989,"Adventure,Comedy,Family",6.1,11606
Lock Up,1989,"Action,Crime,Drama",6.4,38727
Look Who's Talking,1989,Comedy,5.9,77509
Kiki's Delivery Service,1989,"Adventure,Animation,Drama",7.8,125684
Major League,1989,"Comedy,Sport",7.2,62384
Meet the Feebles,1989,"Comedy,Music,Musical",6.7,18824
My Left Foot,1989,"Biography,Drama",7.9,68596
Mystery Train,1989,"Comedy,Crime,Drama",7.6,25798
National Lampoon's Christmas Vacation,1989,Comedy,7.6,161991
New York Stories,1989,"Comedy,Drama,Romance",6.4,17172
Parenthood,1989,"Comedy,Drama",7.0,45536
Pet Sematary,1989,"Fantasy,Horror,Thriller",6.6,94789
The Punisher,1989,"Action,Crime,Thriller",5.7,21792
Road House,1989,"Action,Thriller",6.6,63858
Roger & Me,1989,Documentary,7.4,25623
Santa Sangre,1989,"Drama,Horror,Thriller",7.6,19297
Say Anything,1989,"Comedy,Drama,Romance",7.3,83195
Sea of Love,1989,"Crime,Drama,Mystery",6.8,38200
"See No Evil, Hear No Evil",1989,"Comedy,Crime",6.9,48912
She-Devil,1989,Comedy,5.7,16279
The Seventh Continent,1989,Drama,7.7,13358
Society,1989,"Comedy,Horror",6.6,15294
Violent Cop,1989,"Action,Crime,Drama",7.2,10707
Steel Magnolias,1989,"Comedy,Drama,Romance",7.3,48087
Tango & Cash,1989,"Action,Comedy,Crime",6.4,96516
Three Fugitives,1989,"Action,Comedy",6.2,10763
Turner & Hooch,1989,"Comedy,Crime,Drama",6.2,65098
UHF,1989,"Comedy,Sci-Fi",7.0,25987
Uncle Buck,1989,Comedy,7.0,86312
Valmont,1989,"Drama,Romance",7.0,12672
Vampire's Kiss,1988,"Comedy,Horror",6.0,14723
The War of the Roses,1989,"Comedy,Romance",6.9,48314
Warlock,1989,"Action,Fantasy,Horror",6.3,15094
We're No Angels,1989,"Comedy,Crime",6.2,21787
Weekend at Bernie's,1989,"Adventure,Comedy,Crime",6.4,49219
When Harry Met Sally...,1989,"Comedy,Drama,Romance",7.6,197079
Who's Harry Crumb?,1989,"Comedy,Mystery",5.9,15292
The Wizard,1989,"Adventure,Comedy,Drama",6.1,14222
"Sex, Lies, and Videotape",1989,Drama,7.2,50684
"Beverly Hills, 90210",1990,"Drama,Romance",6.4,31446
Captain Planet and the Planeteers,1990,"Action,Adventure,Animation",6.7,10651
The Civil War,1990,"Documentary,History,War",9.0,13875
The Fresh Prince of Bel-Air,1990,Comedy,7.9,122179
House of Cards,1990,Drama,8.5,13295
Jeeves and Wooster,1990,Comedy,8.4,11714
Keeping Up Appearances,1990,Comedy,7.8,14187
Law & Order,1990,"Crime,Drama,Mystery",7.7,32006
Northern Exposure,1990,"Comedy,Drama",8.3,15117
Seinfeld,1989,Comedy,8.8,256864
TaleSpin,1990,"Action,Adventure,Animation",7.6,13539
Tiny Toon Adventures,1990,"Adventure,Animation,Comedy",7.5,11939
Twin Peaks,1990,"Crime,Drama,Mystery",8.8,176464
Wings,1990,"Comedy,Drama",7.2,10845
The Adventures of Ford Fairlane,1990,"Action,Adventure,Comedy",6.5,17193
Air America,1990,"Action,Comedy,War",5.8,27069
Alice,1990,"Comedy,Romance",6.6,13433
Another 48 Hrs.,1990,"Action,Comedy,Crime",5.9,38785
Arachnophobia,1990,"Comedy,Horror,Thriller",6.4,63630
Awakenings,1990,"Biography,Drama",7.8,126525
Back to the Future Part III,1990,"Adventure,Comedy,Sci-Fi",7.4,407881
Bird on a Wire,1990,"Action,Comedy",6.0,40789
Blue Steel,1990,"Action,Crime,Drama",5.8,12644
The Bonfire of the Vanities,1990,"Comedy,Drama,Romance",5.6,21790
Bride of Re-Animator,1990,"Comedy,Horror,Sci-Fi",6.3,14002
Cadillac Man,1990,"Comedy,Crime",5.7,13394
Child's Play 2,1990,"Horror,Thriller",5.9,45560
Cry-Baby,1990,"Comedy,Musical",6.5,55613
Cyrano de Bergerac,1990,"Comedy,Drama,History",7.5,22626
Dances with Wolves,1990,"Adventure,Drama,Western",8.0,241778
Darkman,1990,"Action,Sci-Fi,Thriller",6.4,58944
Days of Thunder,1990,"Action,Drama,Sport",6.1,79721
Death Warrant,1990,"Action,Crime,Mystery",5.7,17372
Dick Tracy,1990,"Action,Comedy,Crime",6.1,57956
Die Hard 2,1990,"Action,Thriller",7.2,339552
DuckTales the Movie: Treasure of the Lost Lamp,1990,"Adventure,Animation,Comedy",6.9,25116
Edward Scissorhands,1990,"Drama,Fantasy,Romance",7.9,449449
The Exorcist III,1990,"Drama,Horror,Mystery",6.4,26223
Operation Condor,1991,"Action,Adventure,Comedy",7.3,18876
Flatliners,1990,"Drama,Horror,Sci-Fi",6.6,80244
The Freshman,1990,"Comedy,Crime",6.4,18851
Ghost,1990,"Drama,Fantasy,Romance",7.1,198846
The Godfather: Part III,1990,"Crime,Drama",7.6,362341
Goodfellas,1990,"Biography,Crime,Drama",8.7,1028520
Green Card,1990,"Comedy,Drama,Romance",6.3,22622
Gremlins 2: The New Batch,1990,"Comedy,Fantasy,Horror",6.4,93844
The Grifters,1990,"Crime,Drama,Thriller",6.9,25400
Hamlet,1990,Drama,6.7,21372
Hard to Kill,1990,"Action,Crime,Drama",5.8,27636
Hardware,1990,"Sci-Fi,Thriller",6.0,13151
Henry & June,1990,"Biography,Drama",6.3,12373
Henry: Portrait of a Serial Killer,1986,"Biography,Crime,Drama",7.0,32306
Europa Europa,1990,"Drama,History,War",7.6,15157
Home Alone,1990,"Comedy,Family",7.6,491319
The Hot Spot,1990,"Crime,Drama,Romance",6.4,10612
House Party,1990,"Comedy,Music,Romance",6.5,13227
The Hunt for Red October,1990,"Action,Adventure,Thriller",7.6,181506
Dark Angel,1990,"Action,Crime,Horror",6.2,10534
I Love You to Death,1990,"Comedy,Crime",6.4,13526
Internal Affairs,1990,"Crime,Drama,Thriller",6.5,17875
It,1990,"Drama,Horror,Mystery",6.8,114446
Jacob's Ladder,1990,"Drama,Horror,Mystery",7.5,99326
Joe Versus the Volcano,1990,"Comedy,Romance",5.8,34718
Kindergarten Cop,1990,"Action,Comedy,Crime",6.2,137313
King of New York,1990,"Crime,Thriller",7.0,32654
Lionheart,1990,"Action,Crime,Drama",6.2,33163
Lord of the Flies,1990,"Adventure,Drama,Thriller",6.4,27932
When Love Calls,1989,"Drama,Family,Musical",7.3,10684
Marked for Death,1990,"Action,Adventure,Crime",6.0,19951
Memphis Belle,1990,"Action,Drama,War",6.9,26895
Men at Work,1990,"Action,Comedy,Crime",6.0,22835
Mermaids,1990,"Comedy,Drama,Romance",6.7,28858
Miller's Crossing,1990,"Crime,Drama,Thriller",7.7,126403
Misery,1990,"Drama,Thriller",7.8,186016
Mo' Better Blues,1990,"Drama,Music,Romance",6.6,11375
Mr. Destiny,1990,"Comedy,Fantasy,Romance",6.4,11614
My Blue Heaven,1990,"Comedy,Crime",6.3,18847
Navy Seals,1990,"Action,Adventure,Thriller",5.6,15798
Close-Up,1990,"Biography,Crime,Drama",8.3,16285
Night of the Living Dead,1990,Horror,6.9,38987
Nightbreed,1990,"Action,Fantasy,Horror",6.6,20109
Nikita,1990,"Action,Thriller",7.3,67655
Pacific Heights,1990,Thriller,6.4,18337
Paris Is Burning,1990,Documentary,8.2,12894
Postcards from the Edge,1990,"Comedy,Drama",6.7,15672
Predator 2,1990,"Action,Horror,Sci-Fi",6.3,147533
Presumed Innocent,1990,"Mystery,Thriller",6.9,37894
Pretty Woman,1990,"Comedy,Romance",7.0,292061
Pump Up the Volume,1990,"Comedy,Drama,Music",7.2,26490
Quick Change,1990,"Comedy,Crime",6.8,19200
The Rescuers Down Under,1990,"Adventure,Animation,Crime",6.9,38820
